date;dengue_index
3/21/2010;0.35132968
3/22/2010;0.355477879
3/23/2010;0.354458155
3/24/2010;0.354228186
3/25/2010;0.354499932
3/26/2010;0.354435393
3/27/2010;0.352296666
3/28/2010;0.356062245
3/29/2010;0.342560609
3/30/2010;0.332976224
3/31/2010;0.327356056
4/1/2010;0.377415656
4/2/2010;0.375212628
4/3/2010;0.373230598
4/4/2010;0.371491415
4/5/2010;0.37387461
4/6/2010;0.373129269
4/7/2010;0.376076934
4/8/2010;0.377576611
4/9/2010;0.376613085
4/10/2010;0.373297922
4/11/2010;0.372176904
4/12/2010;0.371317797
4/13/2010;0.369852257
4/14/2010;0.368407258
4/15/2010;0.368090834
4/16/2010;0.364880528
4/17/2010;0.360501383
4/18/2010;0.355513856
4/19/2010;0.354578174
4/20/2010;0.353712233
4/21/2010;0.354273413
4/22/2010;0.355563574
4/23/2010;0.354214948
4/24/2010;0.35212357
4/25/2010;0.350214761
4/26/2010;0.351473323
4/27/2010;0.3499945
4/28/2010;0.351243563
4/29/2010;0.347749835
4/30/2010;0.337982533
5/1/2010;0.326910949
5/2/2010;0.324741593
5/3/2010;0.325881874
5/4/2010;0.322525848
5/5/2010;0.319586124
5/6/2010;0.322241389
5/7/2010;0.321945283
5/8/2010;0.318888573
5/9/2010;0.31609092
5/10/2010;0.315991675
5/11/2010;0.312006888
5/12/2010;0.309675111
5/13/2010;0.309862552
5/14/2010;0.309978438
5/15/2010;0.307935473
5/16/2010;0.303664886
5/17/2010;0.303198852
5/18/2010;0.298432679
5/19/2010;0.295602354
5/20/2010;0.295574267
5/21/2010;0.297783098
5/22/2010;0.294999236
5/23/2010;0.29250442
5/24/2010;0.292966774
5/25/2010;0.289258855
5/26/2010;0.287783722
5/27/2010;0.286073927
5/28/2010;0.286311472
5/29/2010;0.280765547
5/30/2010;0.273816827
5/31/2010;0.277092502
6/1/2010;0.238819849
6/2/2010;0.23739807
6/3/2010;0.236600194
6/4/2010;0.236671134
6/5/2010;0.235796362
6/6/2010;0.236912958
6/7/2010;0.237176419
6/8/2010;0.237053787
6/9/2010;0.235791664
6/10/2010;0.236051536
6/11/2010;0.234917298
6/12/2010;0.231656772
6/13/2010;0.228971165
6/14/2010;0.228972777
6/15/2010;0.226771174
6/16/2010;0.224275911
6/17/2010;0.223365447
6/18/2010;0.224834736
6/19/2010;0.22289343
6/20/2010;0.221619703
6/21/2010;0.222989061
6/22/2010;0.222805342
6/23/2010;0.221353442
6/24/2010;0.220902333
6/25/2010;0.220887863
6/26/2010;0.219272177
6/27/2010;0.218536235
6/28/2010;0.218343934
6/29/2010;0.218865295
6/30/2010;0.223327927
7/1/2010;0.116113468
7/2/2010;0.117196896
7/3/2010;0.115929328
7/4/2010;0.115166491
7/5/2010;0.113789685
7/6/2010;0.113739269
7/7/2010;0.11254335
7/8/2010;0.112899891
7/9/2010;0.113354332
7/10/2010;0.113357962
7/11/2010;0.112655981
7/12/2010;0.113015965
7/13/2010;0.113381818
7/14/2010;0.111965702
7/15/2010;0.111828761
7/16/2010;0.112807768
7/17/2010;0.112615091
7/18/2010;0.112223038
7/19/2010;0.112191765
7/20/2010;0.112359842
7/21/2010;0.111043104
7/22/2010;0.110545843
7/23/2010;0.112732914
7/24/2010;0.113315024
7/25/2010;0.112535256
7/26/2010;0.112700769
7/27/2010;0.112848943
7/28/2010;0.110716102
7/29/2010;0.112123281
7/30/2010;0.116618544
7/31/2010;0.115167811
8/1/2010;0.113554574
8/2/2010;0.113957932
8/3/2010;0.114471617
8/4/2010;0.112495776
8/5/2010;0.11132069
8/6/2010;0.113326053
8/7/2010;0.114420772
8/8/2010;0.114220021
8/9/2010;0.113607692
8/10/2010;0.114694217
8/11/2010;0.112934424
8/12/2010;0.112503621
8/13/2010;0.114923633
8/14/2010;0.11630691
8/15/2010;0.115628223
8/16/2010;0.115452165
8/17/2010;0.116505322
8/18/2010;0.115156082
8/19/2010;0.114679406
8/20/2010;0.116618033
8/21/2010;0.11784517
8/22/2010;0.117620771
8/23/2010;0.117866944
8/24/2010;0.118785545
8/25/2010;0.117060718
8/26/2010;0.116231507
8/27/2010;0.118107486
8/28/2010;0.118845486
8/29/2010;0.117389034
8/30/2010;0.12074487
8/31/2010;0.123362979
9/1/2010;0.117794003
9/2/2010;0.117203978
9/3/2010;0.11834614
9/4/2010;0.11811604
9/5/2010;0.11655014
9/6/2010;0.116907199
9/7/2010;0.117420502
9/8/2010;0.116202249
9/9/2010;0.116114671
9/10/2010;0.117921488
9/11/2010;0.118834571
9/12/2010;0.118380745
9/13/2010;0.119161804
9/14/2010;0.120121055
9/15/2010;0.11796054
9/16/2010;0.117516559
9/17/2010;0.119452886
9/18/2010;0.119994699
9/19/2010;0.118707489
9/20/2010;0.118862205
9/21/2010;0.119913896
9/22/2010;0.118252356
9/23/2010;0.118056361
9/24/2010;0.120389983
9/25/2010;0.120032405
9/26/2010;0.118936816
9/27/2010;0.118726457
9/28/2010;0.119946291
9/29/2010;0.119002502
9/30/2010;0.121640689
10/1/2010;0.132260114
10/2/2010;0.13330352
10/3/2010;0.132467051
10/4/2010;0.133635532
10/5/2010;0.134278148
10/6/2010;0.132426186
10/7/2010;0.132287975
10/8/2010;0.133788067
10/9/2010;0.132692698
10/10/2010;0.130597779
10/11/2010;0.130762296
10/12/2010;0.129843534
10/13/2010;0.127027813
10/14/2010;0.127502722
10/15/2010;0.129509178
10/16/2010;0.129497557
10/17/2010;0.129468686
10/18/2010;0.131563849
10/19/2010;0.132531017
10/20/2010;0.130531886
10/21/2010;0.132143046
10/22/2010;0.136662431
10/23/2010;0.13711095
10/24/2010;0.13678081
10/25/2010;0.138097158
10/26/2010;0.138703839
10/27/2010;0.136639321
10/28/2010;0.136425189
10/29/2010;0.138928472
10/30/2010;0.140512692
10/31/2010;0.142682767
11/1/2010;0.14573836
11/2/2010;0.146915018
11/3/2010;0.145127882
11/4/2010;0.145470438
11/5/2010;0.147858107
11/6/2010;0.148652447
11/7/2010;0.148162188
11/8/2010;0.148539029
11/9/2010;0.148424266
11/10/2010;0.144002669
11/11/2010;0.142386059
11/12/2010;0.143053481
11/13/2010;0.142789866
11/14/2010;0.140670204
11/15/2010;0.140892513
11/16/2010;0.140266856
11/17/2010;0.137740641
11/18/2010;0.137545821
11/19/2010;0.140220141
11/20/2010;0.140702149
11/21/2010;0.141400997
11/22/2010;0.142986867
11/23/2010;0.143166046
11/24/2010;0.14033297
11/25/2010;0.139904401
11/26/2010;0.141735616
11/27/2010;0.142087289
11/28/2010;0.140434863
11/29/2010;0.140365213
11/30/2010;0.141475174
12/1/2010;0.120816527
12/2/2010;0.120834394
12/3/2010;0.120957482
12/4/2010;0.120543156
12/5/2010;0.119644903
12/6/2010;0.12032017
12/7/2010;0.120504789
12/8/2010;0.11972821
12/9/2010;0.119945719
12/10/2010;0.120324505
12/11/2010;0.119578945
12/12/2010;0.117838665
12/13/2010;0.11716669
12/14/2010;0.116236983
12/15/2010;0.113571702
12/16/2010;0.112199646
12/17/2010;0.11277321
12/18/2010;0.112231149
12/19/2010;0.110909632
12/20/2010;0.110232569
12/21/2010;0.11070444
12/22/2010;0.10986729
12/23/2010;0.110466805
12/24/2010;0.111707198
12/25/2010;0.111928721
12/26/2010;0.111680989
12/27/2010;0.112459115
12/28/2010;0.113161469
12/29/2010;0.113842214
12/30/2010;0.118555106
12/31/2010;0.117038661
1/1/2011;0.159801998
1/2/2011;0.163162932
1/3/2011;0.164164426
1/4/2011;0.166231563
1/5/2011;0.165441623
1/6/2011;0.168307811
1/7/2011;0.169694645
1/8/2011;0.172318081
1/9/2011;0.174491806
1/10/2011;0.175142731
1/11/2011;0.17593167
1/12/2011;0.176046905
1/13/2011;0.176262739
1/14/2011;0.178691778
1/15/2011;0.181027392
1/16/2011;0.182597035
1/17/2011;0.183429403
1/18/2011;0.186682071
1/19/2011;0.186113014
1/20/2011;0.187047245
1/21/2011;0.187548817
1/22/2011;0.190000498
1/23/2011;0.19121845
1/24/2011;0.191207253
1/25/2011;0.192746734
1/26/2011;0.192221091
1/27/2011;0.192066237
1/28/2011;0.193313713
1/29/2011;0.195405106
1/30/2011;0.20197438
1/31/2011;0.203059695
2/1/2011;0.213410532
2/2/2011;0.214389641
2/3/2011;0.216482316
2/4/2011;0.216576797
2/5/2011;0.218743485
2/6/2011;0.219968393
2/7/2011;0.218964511
2/8/2011;0.219699906
2/9/2011;0.221442377
2/10/2011;0.224691026
2/11/2011;0.225948823
2/12/2011;0.228073301
2/13/2011;0.229902295
2/14/2011;0.230215454
2/15/2011;0.231033636
2/16/2011;0.23253161
2/17/2011;0.23650638
2/18/2011;0.238908793
2/19/2011;0.241873553
2/20/2011;0.243907135
2/21/2011;0.244495784
2/22/2011;0.246610351
2/23/2011;0.24810796
2/24/2011;0.251693512
2/25/2011;0.252582289
2/26/2011;0.255918292
2/27/2011;0.256012177
2/28/2011;0.255866969
3/1/2011;0.295590032
3/2/2011;0.296585294
3/3/2011;0.294649804
3/4/2011;0.296328088
3/5/2011;0.295768419
3/6/2011;0.298714697
3/7/2011;0.301539259
3/8/2011;0.305399025
3/9/2011;0.308690078
3/10/2011;0.309503653
3/11/2011;0.313313527
3/12/2011;0.31525258
3/13/2011;0.321541367
3/14/2011;0.325833417
3/15/2011;0.330263449
3/16/2011;0.333230884
3/17/2011;0.335536433
3/18/2011;0.338319685
3/19/2011;0.33843169
3/20/2011;0.34274716
3/21/2011;0.346912543
3/22/2011;0.349296644
3/23/2011;0.34695294
3/24/2011;0.345872573
3/25/2011;0.346832913
3/26/2011;0.346322987
3/27/2011;0.345468517
3/28/2011;0.347936663
3/29/2011;0.338246803
3/30/2011;0.329633037
3/31/2011;0.324568891
4/1/2011;0.369760269
4/2/2011;0.367590946
4/3/2011;0.365289869
4/4/2011;0.365761736
4/5/2011;0.367030222
4/6/2011;0.370103623
4/7/2011;0.370072804
4/8/2011;0.370089274
4/9/2011;0.368809764
4/10/2011;0.366765856
4/11/2011;0.368037575
4/12/2011;0.366665205
4/13/2011;0.368473681
4/14/2011;0.365281105
4/15/2011;0.363621173
4/16/2011;0.358417283
4/17/2011;0.354194695
4/18/2011;0.35270514
4/19/2011;0.350589505
4/20/2011;0.351925845
4/21/2011;0.351341923
4/22/2011;0.351257722
4/23/2011;0.349859006
4/24/2011;0.348314492
4/25/2011;0.348562679
4/26/2011;0.349615589
4/27/2011;0.349692271
4/28/2011;0.349572629
4/29/2011;0.343074412
4/30/2011;0.331683464
5/1/2011;0.320956359
5/2/2011;0.321175089
5/3/2011;0.318095941
5/4/2011;0.317101971
5/5/2011;0.316389937
5/6/2011;0.319551676
5/7/2011;0.316020403
5/8/2011;0.312221983
5/9/2011;0.311425337
5/10/2011;0.30770475
5/11/2011;0.305576922
5/12/2011;0.305682307
5/13/2011;0.307392049
5/14/2011;0.304455071
5/15/2011;0.301958513
5/16/2011;0.300842579
5/17/2011;0.296617199
5/18/2011;0.295001043
5/19/2011;0.294089951
5/20/2011;0.295063073
5/21/2011;0.29413555
5/22/2011;0.29075183
5/23/2011;0.291434448
5/24/2011;0.288348197
5/25/2011;0.287293308
5/26/2011;0.287010238
5/27/2011;0.286675321
5/28/2011;0.284367279
5/29/2011;0.276621214
5/30/2011;0.271675078
5/31/2011;0.275389855
6/1/2011;0.244774564
6/2/2011;0.243593443
6/3/2011;0.243773886
6/4/2011;0.241652637
6/5/2011;0.24091889
6/6/2011;0.241185417
6/7/2011;0.242169233
6/8/2011;0.240862854
6/9/2011;0.240717166
6/10/2011;0.241204874
6/11/2011;0.239119346
6/12/2011;0.237294363
6/13/2011;0.235288031
6/14/2011;0.23462221
6/15/2011;0.232332385
6/16/2011;0.229532689
6/17/2011;0.228101679
6/18/2011;0.227328372
6/19/2011;0.226155726
6/20/2011;0.224766693
6/21/2011;0.225280342
6/22/2011;0.223765503
6/23/2011;0.223007199
6/24/2011;0.221463968
6/25/2011;0.220311125
6/26/2011;0.218769315
6/27/2011;0.218380013
6/28/2011;0.217072121
6/29/2011;0.217210809
6/30/2011;0.221259444
7/1/2011;0.118552843
7/2/2011;0.118392592
7/3/2011;0.11667805
7/4/2011;0.115866509
7/5/2011;0.114957961
7/6/2011;0.113623843
7/7/2011;0.113757716
7/8/2011;0.114961996
7/9/2011;0.114755978
7/10/2011;0.113787763
7/11/2011;0.113628198
7/12/2011;0.114415129
7/13/2011;0.112934528
7/14/2011;0.113270783
7/15/2011;0.113856263
7/16/2011;0.114368513
7/17/2011;0.113371557
7/18/2011;0.113257687
7/19/2011;0.113643386
7/20/2011;0.112551527
7/21/2011;0.112567944
7/22/2011;0.114329265
7/23/2011;0.114523466
7/24/2011;0.114979523
7/25/2011;0.114563519
7/26/2011;0.114838064
7/27/2011;0.113078928
7/28/2011;0.112836697
7/29/2011;0.114932098
7/30/2011;0.118782736
7/31/2011;0.12016377
8/1/2011;0.11436094
8/2/2011;0.115772121
8/3/2011;0.114216528
8/4/2011;0.113282453
8/5/2011;0.114228315
8/6/2011;0.115828192
8/7/2011;0.115867499
8/8/2011;0.115463158
8/9/2011;0.11604904
8/10/2011;0.114425343
8/11/2011;0.113623691
8/12/2011;0.11545614
8/13/2011;0.116439289
8/14/2011;0.116731624
8/15/2011;0.115600042
8/16/2011;0.116493031
8/17/2011;0.115101143
8/18/2011;0.114366813
8/19/2011;0.116132513
8/20/2011;0.117454669
8/21/2011;0.117673547
8/22/2011;0.117436259
8/23/2011;0.118450648
8/24/2011;0.117030606
8/25/2011;0.11563704
8/26/2011;0.117400458
8/27/2011;0.118817571
8/28/2011;0.117975209
8/29/2011;0.116822387
8/30/2011;0.120302964
8/31/2011;0.120651525
9/1/2011;0.117393303
9/2/2011;0.119374543
9/3/2011;0.119293005
9/4/2011;0.118111373
9/5/2011;0.11683976
9/6/2011;0.117447055
9/7/2011;0.116361877
9/8/2011;0.116142419
9/9/2011;0.117306195
9/10/2011;0.118305982
9/11/2011;0.117595162
9/12/2011;0.117849896
9/13/2011;0.118984059
9/14/2011;0.11793823
9/15/2011;0.117064709
9/16/2011;0.118501034
9/17/2011;0.119120093
9/18/2011;0.118217336
9/19/2011;0.117933108
9/20/2011;0.118634256
9/21/2011;0.117760274
9/22/2011;0.116492528
9/23/2011;0.118842038
9/24/2011;0.119829626
9/25/2011;0.118396114
9/26/2011;0.118374509
9/27/2011;0.11881776
9/28/2011;0.117351719
9/29/2011;0.11749892
9/30/2011;0.121406933
10/1/2011;0.129640771
10/2/2011;0.129328631
10/3/2011;0.129922225
10/4/2011;0.130746189
10/5/2011;0.129727464
10/6/2011;0.129631523
10/7/2011;0.132251713
10/8/2011;0.131736346
10/9/2011;0.129624774
10/10/2011;0.128637335
10/11/2011;0.12868249
10/12/2011;0.125428177
10/13/2011;0.124420885
10/14/2011;0.127036989
10/15/2011;0.126978795
10/16/2011;0.125391221
10/17/2011;0.126136197
10/18/2011;0.128275897
10/19/2011;0.127084978
10/20/2011;0.126751922
10/21/2011;0.130347206
10/22/2011;0.132603088
10/23/2011;0.132150332
10/24/2011;0.132311354
10/25/2011;0.133958867
10/26/2011;0.133081608
10/27/2011;0.132737076
10/28/2011;0.13498953
10/29/2011;0.136031764
10/30/2011;0.135832993
10/31/2011;0.139873547
11/1/2011;0.143331844
11/2/2011;0.141429323
11/3/2011;0.141331859
11/4/2011;0.144183689
11/5/2011;0.145325439
11/6/2011;0.144753701
11/7/2011;0.146390616
11/8/2011;0.146403195
11/9/2011;0.143756616
11/10/2011;0.141935547
11/11/2011;0.142938006
11/12/2011;0.142322258
11/13/2011;0.140880162
11/14/2011;0.141171983
11/15/2011;0.140773033
11/16/2011;0.137859334
11/17/2011;0.137569708
11/18/2011;0.140108145
11/19/2011;0.141849863
11/20/2011;0.140943073
11/21/2011;0.143369766
11/22/2011;0.144343166
11/23/2011;0.141999325
11/24/2011;0.141022628
11/25/2011;0.143531149
11/26/2011;0.143901
11/27/2011;0.142366952
11/28/2011;0.14255974
11/29/2011;0.142920941
11/30/2011;0.142464546
12/1/2011;0.121018401
12/2/2011;0.123139254
12/3/2011;0.12202127
12/4/2011;0.121406208
12/5/2011;0.120960214
12/6/2011;0.121537519
12/7/2011;0.120657117
12/8/2011;0.121084298
12/9/2011;0.12159495
12/10/2011;0.120920093
12/11/2011;0.118819114
12/12/2011;0.118054624
12/13/2011;0.117305373
12/14/2011;0.114854739
12/15/2011;0.113521244
12/16/2011;0.113598009
12/17/2011;0.112516174
12/18/2011;0.111220847
12/19/2011;0.111007364
12/20/2011;0.11062664
12/21/2011;0.109700865
12/22/2011;0.109196345
12/23/2011;0.111354504
12/24/2011;0.111038086
12/25/2011;0.110479942
12/26/2011;0.111060537
12/27/2011;0.111870147
12/28/2011;0.110712986
12/29/2011;0.112243531
12/30/2011;0.117154277
12/31/2011;0.116881166
1/1/2012;0.166466791
1/2/2012;0.168832718
1/3/2012;0.169835133
1/4/2012;0.17151407
1/5/2012;0.172671063
1/6/2012;0.173859632
1/7/2012;0.176271639
1/8/2012;0.178726331
1/9/2012;0.178781273
1/10/2012;0.179543632
1/11/2012;0.180387389
1/12/2012;0.181911432
1/13/2012;0.181626007
1/14/2012;0.184484762
1/15/2012;0.188509494
1/16/2012;0.189131941
1/17/2012;0.190765587
1/18/2012;0.193583326
1/19/2012;0.195695264
1/20/2012;0.195330012
1/21/2012;0.198402074
1/22/2012;0.202419606
1/23/2012;0.202234599
1/24/2012;0.202192304
1/25/2012;0.203147302
1/26/2012;0.204476188
1/27/2012;0.20482816
1/28/2012;0.206084801
1/29/2012;0.20250222
1/30/2012;0.206384653
1/31/2012;0.207531523
2/1/2012;0.209865803
2/2/2012;0.212114123
2/3/2012;0.211843666
2/4/2012;0.214349348
2/5/2012;0.214844871
2/6/2012;0.214921038
2/7/2012;0.214721343
2/8/2012;0.216152984
2/9/2012;0.219040772
2/10/2012;0.218839593
2/11/2012;0.221549856
2/12/2012;0.221485294
2/13/2012;0.221262944
2/14/2012;0.22120162
2/15/2012;0.223049075
2/16/2012;0.224110451
2/17/2012;0.225114396
2/18/2012;0.229251809
2/19/2012;0.229203413
2/20/2012;0.228868206
2/21/2012;0.229060045
2/22/2012;0.231252584
2/23/2012;0.234836228
2/24/2012;0.236318445
2/25/2012;0.239757473
2/26/2012;0.241351452
2/27/2012;0.240072587
2/28/2012;0.240984261
2/29/2012;0.231577477
3/1/2012;0.290503873
3/2/2012;0.29264536
3/3/2012;0.291829389
3/4/2012;0.296475772
3/5/2012;0.297764922
3/6/2012;0.299482058
3/7/2012;0.300638998
3/8/2012;0.302419201
3/9/2012;0.305541053
3/10/2012;0.307166065
3/11/2012;0.311906383
3/12/2012;0.316592103
3/13/2012;0.319847694
3/14/2012;0.320202132
3/15/2012;0.323164241
3/16/2012;0.324987939
3/17/2012;0.327924339
3/18/2012;0.330689789
3/19/2012;0.333144521
3/20/2012;0.334549743
3/21/2012;0.335173091
3/22/2012;0.333278251
3/23/2012;0.332691625
3/24/2012;0.332532829
3/25/2012;0.335664393
3/26/2012;0.337394658
3/27/2012;0.33437815
3/28/2012;0.334816024
3/29/2012;0.326648616
3/30/2012;0.317090092
3/31/2012;0.315309527
4/1/2012;0.356876315
4/2/2012;0.357342971
4/3/2012;0.356774486
4/4/2012;0.359092695
4/5/2012;0.360236014
4/6/2012;0.359234534
4/7/2012;0.358232237
4/8/2012;0.356843326
4/9/2012;0.358472107
4/10/2012;0.358327413
4/11/2012;0.360531217
4/12/2012;0.360199888
4/13/2012;0.358191758
4/14/2012;0.353479795
4/15/2012;0.351280193
4/16/2012;0.350051161
4/17/2012;0.347429777
4/18/2012;0.349094241
4/19/2012;0.348148258
4/20/2012;0.346034986
4/21/2012;0.344291378
4/22/2012;0.344065236
4/23/2012;0.345004202
4/24/2012;0.344373087
4/25/2012;0.346760008
4/26/2012;0.347020241
4/27/2012;0.343008673
4/28/2012;0.34155454
4/29/2012;0.33305483
4/30/2012;0.323604596
5/1/2012;0.319259441
5/2/2012;0.318799159
5/3/2012;0.320757599
5/4/2012;0.321604695
5/5/2012;0.320548043
5/6/2012;0.321186686
5/7/2012;0.319271797
5/8/2012;0.314294253
5/9/2012;0.313652606
5/10/2012;0.31362324
5/11/2012;0.314015187
5/12/2012;0.311877704
5/13/2012;0.309513973
5/14/2012;0.30783324
5/15/2012;0.302787018
5/16/2012;0.300422832
5/17/2012;0.300099156
5/18/2012;0.300777738
5/19/2012;0.298746295
5/20/2012;0.296984267
5/21/2012;0.297784461
5/22/2012;0.293520523
5/23/2012;0.293049761
5/24/2012;0.294674062
5/25/2012;0.296048687
5/26/2012;0.295019091
5/27/2012;0.29211275
5/28/2012;0.290677158
5/29/2012;0.283367686
5/30/2012;0.279617527
5/31/2012;0.275096402
6/1/2012;0.247915321
6/2/2012;0.245668968
6/3/2012;0.244536971
6/4/2012;0.244027714
6/5/2012;0.244728571
6/6/2012;0.24429999
6/7/2012;0.242654168
6/8/2012;0.242503481
6/9/2012;0.240105689
6/10/2012;0.239976563
6/11/2012;0.239036735
6/12/2012;0.237339814
6/13/2012;0.234576163
6/14/2012;0.233475019
6/15/2012;0.232113866
6/16/2012;0.228643709
6/17/2012;0.227605071
6/18/2012;0.228060539
6/19/2012;0.225866931
6/20/2012;0.223894874
6/21/2012;0.222803054
6/22/2012;0.222452961
6/23/2012;0.220191449
6/24/2012;0.219987415
6/25/2012;0.219710632
6/26/2012;0.219193489
6/27/2012;0.21761796
6/28/2012;0.216540416
6/29/2012;0.216245182
6/30/2012;0.219140687
7/1/2012;0.11616404
7/2/2012;0.115444639
7/3/2012;0.114764481
7/4/2012;0.112952791
7/5/2012;0.111954808
7/6/2012;0.112902981
7/7/2012;0.113448492
7/8/2012;0.112744104
7/9/2012;0.111910198
7/10/2012;0.112013711
7/11/2012;0.110848216
7/12/2012;0.111116459
7/13/2012;0.112796743
7/14/2012;0.113537933
7/15/2012;0.112651361
7/16/2012;0.112213499
7/17/2012;0.112541147
7/18/2012;0.111980298
7/19/2012;0.112276494
7/20/2012;0.11337985
7/21/2012;0.114117419
7/22/2012;0.11378735
7/23/2012;0.113896735
7/24/2012;0.114676501
7/25/2012;0.113672246
7/26/2012;0.113215987
7/27/2012;0.114291122
7/28/2012;0.114478369
7/29/2012;0.113514323
7/30/2012;0.117148687
7/31/2012;0.119129864
8/1/2012;0.113022548
8/2/2012;0.112738773
8/3/2012;0.11399852
8/4/2012;0.114280996
8/5/2012;0.113828779
8/6/2012;0.114511789
8/7/2012;0.115260313
8/8/2012;0.113588059
8/9/2012;0.113195518
8/10/2012;0.114944962
8/11/2012;0.115705002
8/12/2012;0.115923501
8/13/2012;0.116611863
8/14/2012;0.117565664
8/15/2012;0.114860465
8/16/2012;0.114321565
8/17/2012;0.11629882
8/18/2012;0.116872807
8/19/2012;0.116385837
8/20/2012;0.116600687
8/21/2012;0.117655621
8/22/2012;0.115360882
8/23/2012;0.115270673
8/24/2012;0.117315754
8/25/2012;0.117348906
8/26/2012;0.117204457
8/27/2012;0.117267456
8/28/2012;0.11828771
8/29/2012;0.116820687
8/30/2012;0.119771321
8/31/2012;0.117593537
9/1/2012;0.118316722
9/2/2012;0.117227571
9/3/2012;0.117072317
9/4/2012;0.116248286
9/5/2012;0.114575801
9/6/2012;0.114287252
9/7/2012;0.116658834
9/8/2012;0.11715155
9/9/2012;0.116537183
9/10/2012;0.116882618
9/11/2012;0.117571348
9/12/2012;0.116367103
9/13/2012;0.11683185
9/14/2012;0.118927443
9/15/2012;0.118748039
9/16/2012;0.117887289
9/17/2012;0.11814861
9/18/2012;0.118752106
9/19/2012;0.116987539
9/20/2012;0.116907591
9/21/2012;0.119094232
9/22/2012;0.119612961
9/23/2012;0.118510624
9/24/2012;0.118694008
9/25/2012;0.118816693
9/26/2012;0.117175838
9/27/2012;0.116331121
9/28/2012;0.118435514
9/29/2012;0.120259066
9/30/2012;0.12190024
10/1/2012;0.131940871
10/2/2012;0.133346196
10/3/2012;0.131755757
10/4/2012;0.132781002
10/5/2012;0.135803869
10/6/2012;0.135957889
10/7/2012;0.1350057
10/8/2012;0.133937788
10/9/2012;0.133319533
10/10/2012;0.129753317
10/11/2012;0.12942678
10/12/2012;0.13053325
10/13/2012;0.130053456
10/14/2012;0.129263767
10/15/2012;0.128840901
10/16/2012;0.128457827
10/17/2012;0.12740202
10/18/2012;0.12887176
10/19/2012;0.131911771
10/20/2012;0.131777785
10/21/2012;0.133209495
10/22/2012;0.134880333
10/23/2012;0.135570032
10/24/2012;0.134039148
10/25/2012;0.135074437
10/26/2012;0.137656145
10/27/2012;0.138478693
10/28/2012;0.137072053
10/29/2012;0.136579383
10/30/2012;0.137093186
10/31/2012;0.137360354
11/1/2012;0.141192601
11/2/2012;0.144267456
11/3/2012;0.144854089
11/4/2012;0.145042974
11/5/2012;0.146006703
11/6/2012;0.146163217
11/7/2012;0.144179687
11/8/2012;0.144027034
11/9/2012;0.144706555
11/10/2012;0.143815404
11/11/2012;0.141694861
11/12/2012;0.141780153
11/13/2012;0.140983
11/14/2012;0.137303181
11/15/2012;0.136245909
11/16/2012;0.137526797
11/17/2012;0.13776441
11/18/2012;0.13722255
11/19/2012;0.138787381
11/20/2012;0.138868768
11/21/2012;0.137381522
11/22/2012;0.136738941
11/23/2012;0.139080684
11/24/2012;0.139060828
11/25/2012;0.138327552
11/26/2012;0.139571971
11/27/2012;0.139077797
11/28/2012;0.136110567
11/29/2012;0.135810047
11/30/2012;0.138912993
12/1/2012;0.121243112
12/2/2012;0.120464745
12/3/2012;0.120358513
12/4/2012;0.120129145
12/5/2012;0.119035634
12/6/2012;0.119504205
12/7/2012;0.121359275
12/8/2012;0.121267922
12/9/2012;0.119968628
12/10/2012;0.11929944
