,Close,Open,Low,Adj_Close,Date,High,Symbol,Volume
41,690.00,690.00,690.00,690.00,2015-09-08,690.00,950010.KS,000
42,690.00,690.00,690.00,690.00,2015-09-07,690.00,950010.KS,000
43,690.00,690.00,690.00,690.00,2015-09-04,690.00,950010.KS,000
44,690.00,690.00,690.00,690.00,2015-09-03,690.00,950010.KS,000
45,690.00,690.00,690.00,690.00,2015-09-02,690.00,950010.KS,000
46,690.00,690.00,690.00,690.00,2015-09-01,690.00,950010.KS,000
47,690.00,690.00,690.00,690.00,2015-08-31,690.00,950010.KS,000
48,690.00,690.00,690.00,690.00,2015-08-28,690.00,950010.KS,000
49,690.00,690.00,690.00,690.00,2015-08-27,690.00,950010.KS,000
50,690.00,690.00,690.00,690.00,2015-08-26,690.00,950010.KS,000
51,690.00,690.00,690.00,690.00,2015-08-25,690.00,950010.KS,000
52,690.00,690.00,690.00,690.00,2015-08-24,690.00,950010.KS,000
53,690.00,690.00,690.00,690.00,2015-08-21,690.00,950010.KS,000
54,690.00,690.00,690.00,690.00,2015-08-20,690.00,950010.KS,000
55,690.00,690.00,690.00,690.00,2015-08-19,690.00,950010.KS,000
56,690.00,690.00,690.00,690.00,2015-08-18,690.00,950010.KS,000
57,690.00,690.00,690.00,690.00,2015-08-17,690.00,950010.KS,000
58,690.00,690.00,690.00,690.00,2015-08-14,690.00,950010.KS,000
59,690.00,690.00,690.00,690.00,2015-08-13,690.00,950010.KS,000
60,690.00,690.00,690.00,690.00,2015-08-12,690.00,950010.KS,000
61,690.00,690.00,690.00,690.00,2015-08-11,690.00,950010.KS,000
62,690.00,690.00,690.00,690.00,2015-08-10,690.00,950010.KS,000
63,690.00,690.00,690.00,690.00,2015-08-07,690.00,950010.KS,000
64,690.00,690.00,690.00,690.00,2015-08-06,690.00,950010.KS,000
65,690.00,690.00,690.00,690.00,2015-08-05,690.00,950010.KS,000
66,690.00,690.00,690.00,690.00,2015-08-04,690.00,950010.KS,000
67,690.00,690.00,690.00,690.00,2015-08-03,690.00,950010.KS,000
68,690.00,690.00,690.00,690.00,2015-07-31,690.00,950010.KS,000
69,690.00,690.00,690.00,690.00,2015-07-30,690.00,950010.KS,000
70,690.00,690.00,690.00,690.00,2015-07-29,690.00,950010.KS,000
71,690.00,690.00,690.00,690.00,2015-07-28,690.00,950010.KS,000
72,690.00,690.00,690.00,690.00,2015-07-27,690.00,950010.KS,000
73,690.00,690.00,690.00,690.00,2015-07-24,690.00,950010.KS,000
74,690.00,690.00,690.00,690.00,2015-07-23,690.00,950010.KS,000
75,690.00,690.00,690.00,690.00,2015-07-22,690.00,950010.KS,000
76,690.00,690.00,690.00,690.00,2015-07-21,690.00,950010.KS,000
77,690.00,690.00,690.00,690.00,2015-07-20,690.00,950010.KS,000
78,690.00,690.00,690.00,690.00,2015-07-17,690.00,950010.KS,000
79,690.00,690.00,690.00,690.00,2015-07-16,690.00,950010.KS,000
80,690.00,690.00,690.00,690.00,2015-07-15,690.00,950010.KS,000
81,690.00,690.00,690.00,690.00,2015-07-14,690.00,950010.KS,000
82,690.00,690.00,690.00,690.00,2015-07-13,690.00,950010.KS,000
83,690.00,690.00,690.00,690.00,2015-07-10,690.00,950010.KS,000
84,690.00,690.00,690.00,690.00,2015-07-09,690.00,950010.KS,000
85,690.00,690.00,690.00,690.00,2015-07-08,690.00,950010.KS,000
86,690.00,690.00,690.00,690.00,2015-07-07,690.00,950010.KS,000
87,690.00,690.00,690.00,690.00,2015-07-06,690.00,950010.KS,000
88,690.00,690.00,690.00,690.00,2015-07-03,690.00,950010.KS,000
89,690.00,690.00,690.00,690.00,2015-07-02,690.00,950010.KS,000
90,690.00,690.00,690.00,690.00,2015-07-01,690.00,950010.KS,000
91,690.00,690.00,690.00,690.00,2015-06-30,690.00,950010.KS,000
92,690.00,690.00,690.00,690.00,2015-06-29,690.00,950010.KS,000
93,690.00,690.00,690.00,690.00,2015-06-26,690.00,950010.KS,000
94,690.00,690.00,690.00,690.00,2015-06-25,690.00,950010.KS,000
95,690.00,690.00,690.00,690.00,2015-06-24,690.00,950010.KS,000
96,690.00,690.00,690.00,690.00,2015-06-23,690.00,950010.KS,000
97,690.00,690.00,690.00,690.00,2015-06-22,690.00,950010.KS,000
98,690.00,690.00,690.00,690.00,2015-06-19,690.00,950010.KS,000
99,690.00,690.00,690.00,690.00,2015-06-18,690.00,950010.KS,000
100,690.00,690.00,690.00,690.00,2015-06-17,690.00,950010.KS,000
101,690.00,690.00,690.00,690.00,2015-06-16,690.00,950010.KS,000
102,690.00,690.00,690.00,690.00,2015-06-15,690.00,950010.KS,000
103,690.00,690.00,690.00,690.00,2015-06-12,690.00,950010.KS,000
104,690.00,690.00,690.00,690.00,2015-06-11,690.00,950010.KS,000
105,690.00,690.00,690.00,690.00,2015-06-10,690.00,950010.KS,000
106,690.00,690.00,690.00,690.00,2015-06-09,690.00,950010.KS,000
107,690.00,690.00,690.00,690.00,2015-06-08,690.00,950010.KS,000
108,690.00,690.00,690.00,690.00,2015-06-05,690.00,950010.KS,000
109,690.00,690.00,690.00,690.00,2015-06-04,690.00,950010.KS,000
110,690.00,690.00,690.00,690.00,2015-06-03,690.00,950010.KS,000
111,690.00,690.00,690.00,690.00,2015-06-02,690.00,950010.KS,000
112,690.00,690.00,690.00,690.00,2015-06-01,690.00,950010.KS,000
113,690.00,690.00,690.00,690.00,2015-05-29,690.00,950010.KS,000
114,690.00,690.00,690.00,690.00,2015-05-28,690.00,950010.KS,000
115,690.00,690.00,690.00,690.00,2015-05-27,690.00,950010.KS,000
116,690.00,690.00,690.00,690.00,2015-05-26,690.00,950010.KS,000
117,690.00,690.00,690.00,690.00,2015-05-25,690.00,950010.KS,000
118,690.00,690.00,690.00,690.00,2015-05-22,690.00,950010.KS,000
119,690.00,690.00,690.00,690.00,2015-05-21,690.00,950010.KS,000
120,690.00,690.00,690.00,690.00,2015-05-20,690.00,950010.KS,000
121,690.00,690.00,690.00,690.00,2015-05-19,690.00,950010.KS,000
122,690.00,690.00,690.00,690.00,2015-05-18,690.00,950010.KS,000
123,690.00,690.00,690.00,690.00,2015-05-15,690.00,950010.KS,000
124,690.00,690.00,690.00,690.00,2015-05-14,690.00,950010.KS,000
125,690.00,690.00,690.00,690.00,2015-05-13,690.00,950010.KS,000
126,690.00,690.00,690.00,690.00,2015-05-12,690.00,950010.KS,000
127,690.00,690.00,690.00,690.00,2015-05-11,690.00,950010.KS,000
128,690.00,690.00,690.00,690.00,2015-05-08,690.00,950010.KS,000
129,690.00,690.00,690.00,690.00,2015-05-07,690.00,950010.KS,000
130,690.00,690.00,690.00,690.00,2015-05-06,690.00,950010.KS,000
131,690.00,690.00,690.00,690.00,2015-05-05,690.00,950010.KS,000
132,690.00,690.00,690.00,690.00,2015-05-04,690.00,950010.KS,000
133,690.00,690.00,690.00,690.00,2015-05-01,690.00,950010.KS,000
134,690.00,690.00,690.00,690.00,2015-04-30,690.00,950010.KS,000
135,690.00,690.00,690.00,690.00,2015-04-29,690.00,950010.KS,000
136,690.00,690.00,690.00,690.00,2015-04-28,690.00,950010.KS,000
137,690.00,690.00,690.00,690.00,2015-04-27,690.00,950010.KS,000
138,690.00,690.00,690.00,690.00,2015-04-24,690.00,950010.KS,000
139,690.00,690.00,690.00,690.00,2015-04-23,690.00,950010.KS,000
140,690.00,690.00,690.00,690.00,2015-04-22,690.00,950010.KS,000
141,690.00,690.00,690.00,690.00,2015-04-21,690.00,950010.KS,000
142,690.00,690.00,690.00,690.00,2015-04-20,690.00,950010.KS,000
143,690.00,690.00,690.00,690.00,2015-04-17,690.00,950010.KS,000
144,690.00,690.00,690.00,690.00,2015-04-16,690.00,950010.KS,000
145,690.00,690.00,690.00,690.00,2015-04-15,690.00,950010.KS,000
146,690.00,690.00,690.00,690.00,2015-04-14,690.00,950010.KS,000
147,690.00,690.00,690.00,690.00,2015-04-13,690.00,950010.KS,000
148,690.00,690.00,690.00,690.00,2015-04-10,690.00,950010.KS,000
149,690.00,690.00,690.00,690.00,2015-04-09,690.00,950010.KS,000
150,690.00,690.00,690.00,690.00,2015-04-08,690.00,950010.KS,000
151,690.00,690.00,690.00,690.00,2015-04-07,690.00,950010.KS,000
152,690.00,690.00,690.00,690.00,2015-04-06,690.00,950010.KS,000
153,690.00,690.00,690.00,690.00,2015-04-03,690.00,950010.KS,000
154,690.00,690.00,690.00,690.00,2015-04-02,690.00,950010.KS,000
155,690.00,690.00,690.00,690.00,2015-04-01,690.00,950010.KS,000
156,690.00,690.00,690.00,690.00,2015-03-31,690.00,950010.KS,000
157,690.00,690.00,690.00,690.00,2015-03-30,690.00,950010.KS,000
158,690.00,690.00,690.00,690.00,2015-03-27,690.00,950010.KS,000
159,690.00,690.00,690.00,690.00,2015-03-26,690.00,950010.KS,000
160,690.00,690.00,690.00,690.00,2015-03-25,690.00,950010.KS,000
161,690.00,690.00,690.00,690.00,2015-03-24,690.00,950010.KS,000
162,690.00,690.00,690.00,690.00,2015-03-23,690.00,950010.KS,000
163,690.00,690.00,690.00,690.00,2015-03-20,690.00,950010.KS,000
164,690.00,690.00,690.00,690.00,2015-03-19,690.00,950010.KS,000
165,690.00,690.00,690.00,690.00,2015-03-18,690.00,950010.KS,000
166,690.00,690.00,690.00,690.00,2015-03-17,690.00,950010.KS,000
167,690.00,690.00,690.00,690.00,2015-03-16,690.00,950010.KS,000
168,690.00,690.00,690.00,690.00,2015-03-13,690.00,950010.KS,000
169,690.00,690.00,690.00,690.00,2015-03-12,690.00,950010.KS,000
170,690.00,690.00,690.00,690.00,2015-03-11,690.00,950010.KS,000
171,690.00,690.00,690.00,690.00,2015-03-10,690.00,950010.KS,000
172,690.00,690.00,690.00,690.00,2015-03-09,690.00,950010.KS,000
173,690.00,690.00,690.00,690.00,2015-03-06,690.00,950010.KS,000
174,690.00,690.00,690.00,690.00,2015-03-05,690.00,950010.KS,000
175,690.00,690.00,690.00,690.00,2015-03-04,690.00,950010.KS,000
176,690.00,690.00,690.00,690.00,2015-03-03,690.00,950010.KS,000
177,690.00,690.00,690.00,690.00,2015-03-02,690.00,950010.KS,000
178,690.00,690.00,690.00,690.00,2015-02-27,690.00,950010.KS,000
179,690.00,690.00,690.00,690.00,2015-02-26,690.00,950010.KS,000
180,690.00,690.00,690.00,690.00,2015-02-25,690.00,950010.KS,000
181,690.00,690.00,690.00,690.00,2015-02-24,690.00,950010.KS,000
182,690.00,690.00,690.00,690.00,2015-02-23,690.00,950010.KS,000
183,690.00,690.00,690.00,690.00,2015-02-20,690.00,950010.KS,000
184,690.00,690.00,690.00,690.00,2015-02-19,690.00,950010.KS,000
185,690.00,690.00,690.00,690.00,2015-02-18,690.00,950010.KS,000
186,690.00,690.00,690.00,690.00,2015-02-17,690.00,950010.KS,000
187,690.00,690.00,690.00,690.00,2015-02-16,690.00,950010.KS,000
188,690.00,690.00,690.00,690.00,2015-02-13,690.00,950010.KS,000
189,690.00,690.00,690.00,690.00,2015-02-12,690.00,950010.KS,000
190,690.00,690.00,690.00,690.00,2015-02-11,690.00,950010.KS,000
191,690.00,690.00,690.00,690.00,2015-02-10,690.00,950010.KS,000
192,690.00,690.00,690.00,690.00,2015-02-09,690.00,950010.KS,000
193,690.00,690.00,690.00,690.00,2015-02-06,690.00,950010.KS,000
194,690.00,690.00,690.00,690.00,2015-02-05,690.00,950010.KS,000
195,690.00,690.00,690.00,690.00,2015-02-04,690.00,950010.KS,000
196,690.00,690.00,690.00,690.00,2015-02-03,690.00,950010.KS,000
197,690.00,690.00,690.00,690.00,2015-02-02,690.00,950010.KS,000
198,690.00,690.00,690.00,690.00,2015-01-30,690.00,950010.KS,000
199,690.00,690.00,690.00,690.00,2015-01-29,690.00,950010.KS,000
200,690.00,690.00,690.00,690.00,2015-01-28,690.00,950010.KS,000
201,690.00,690.00,690.00,690.00,2015-01-27,690.00,950010.KS,000
202,690.00,690.00,690.00,690.00,2015-01-26,690.00,950010.KS,000
203,690.00,690.00,690.00,690.00,2015-01-23,690.00,950010.KS,000
204,690.00,690.00,690.00,690.00,2015-01-22,690.00,950010.KS,000
205,690.00,690.00,690.00,690.00,2015-01-21,690.00,950010.KS,000
206,690.00,690.00,690.00,690.00,2015-01-20,690.00,950010.KS,000
207,690.00,690.00,690.00,690.00,2015-01-19,690.00,950010.KS,000
208,690.00,690.00,690.00,690.00,2015-01-16,690.00,950010.KS,000
209,690.00,690.00,690.00,690.00,2015-01-15,690.00,950010.KS,000
210,690.00,690.00,690.00,690.00,2015-01-14,690.00,950010.KS,000
211,690.00,690.00,690.00,690.00,2015-01-13,690.00,950010.KS,000
212,690.00,690.00,690.00,690.00,2015-01-12,690.00,950010.KS,000
213,690.00,690.00,690.00,690.00,2015-01-09,690.00,950010.KS,000
214,690.00,690.00,690.00,690.00,2015-01-08,690.00,950010.KS,000
215,690.00,690.00,690.00,690.00,2015-01-07,690.00,950010.KS,000
216,690.00,690.00,690.00,690.00,2015-01-06,690.00,950010.KS,000
217,690.00,690.00,690.00,690.00,2015-01-05,690.00,950010.KS,000
218,690.00,690.00,690.00,690.00,2015-01-02,690.00,950010.KS,000
219,690.00,690.00,690.00,690.00,2015-01-01,690.00,950010.KS,000
220,690.00,690.00,690.00,690.00,2014-12-31,690.00,950010.KS,000
221,690.00,690.00,690.00,690.00,2014-12-30,690.00,950010.KS,000
222,690.00,690.00,690.00,690.00,2014-12-29,690.00,950010.KS,000
223,690.00,690.00,690.00,690.00,2014-12-26,690.00,950010.KS,000
224,690.00,690.00,690.00,690.00,2014-12-25,690.00,950010.KS,000
225,690.00,690.00,690.00,690.00,2014-12-24,690.00,950010.KS,000
226,690.00,690.00,690.00,690.00,2014-12-23,690.00,950010.KS,000
227,690.00,690.00,690.00,690.00,2014-12-22,690.00,950010.KS,000
228,690.00,690.00,690.00,690.00,2014-12-19,690.00,950010.KS,000
229,690.00,690.00,690.00,690.00,2014-12-18,690.00,950010.KS,000
230,690.00,690.00,690.00,690.00,2014-12-17,690.00,950010.KS,000
231,690.00,690.00,690.00,690.00,2014-12-16,690.00,950010.KS,000
232,690.00,690.00,690.00,690.00,2014-12-15,690.00,950010.KS,000
233,690.00,690.00,690.00,690.00,2014-12-12,690.00,950010.KS,000
234,690.00,690.00,690.00,690.00,2014-12-11,690.00,950010.KS,000
235,690.00,690.00,690.00,690.00,2014-12-10,690.00,950010.KS,000
236,690.00,690.00,690.00,690.00,2014-12-09,690.00,950010.KS,000
237,690.00,690.00,690.00,690.00,2014-12-08,690.00,950010.KS,000
238,690.00,690.00,690.00,690.00,2014-12-05,690.00,950010.KS,000
239,690.00,690.00,690.00,690.00,2014-12-04,690.00,950010.KS,000
240,690.00,690.00,690.00,690.00,2014-12-03,690.00,950010.KS,000
241,690.00,690.00,690.00,690.00,2014-12-02,690.00,950010.KS,000
242,690.00,690.00,690.00,690.00,2014-12-01,690.00,950010.KS,000
243,690.00,690.00,690.00,690.00,2014-11-28,690.00,950010.KS,000
244,690.00,690.00,690.00,690.00,2014-11-27,690.00,950010.KS,000
245,690.00,690.00,690.00,690.00,2014-11-26,690.00,950010.KS,000
246,690.00,690.00,690.00,690.00,2014-11-25,690.00,950010.KS,000
247,690.00,690.00,690.00,690.00,2014-11-24,690.00,950010.KS,000
248,690.00,690.00,690.00,690.00,2014-11-21,690.00,950010.KS,000
249,690.00,690.00,690.00,690.00,2014-11-20,690.00,950010.KS,000
250,690.00,690.00,690.00,690.00,2014-11-19,690.00,950010.KS,000
251,690.00,690.00,690.00,690.00,2014-11-18,690.00,950010.KS,000
252,690.00,690.00,690.00,690.00,2014-11-17,690.00,950010.KS,000
253,690.00,690.00,690.00,690.00,2014-11-14,690.00,950010.KS,000
254,690.00,690.00,690.00,690.00,2014-11-13,690.00,950010.KS,000
255,690.00,690.00,690.00,690.00,2014-11-12,690.00,950010.KS,000
256,690.00,690.00,690.00,690.00,2014-11-11,690.00,950010.KS,000
257,690.00,690.00,690.00,690.00,2014-11-10,690.00,950010.KS,000
258,690.00,690.00,690.00,690.00,2014-11-07,690.00,950010.KS,000
259,690.00,690.00,690.00,690.00,2014-11-06,690.00,950010.KS,000
260,690.00,690.00,690.00,690.00,2014-11-05,690.00,950010.KS,000
261,690.00,690.00,690.00,690.00,2014-11-04,690.00,950010.KS,000
262,690.00,690.00,690.00,690.00,2014-11-03,690.00,950010.KS,000
263,690.00,690.00,690.00,690.00,2014-10-31,690.00,950010.KS,000
264,690.00,690.00,690.00,690.00,2014-10-30,690.00,950010.KS,000
265,690.00,690.00,690.00,690.00,2014-10-29,690.00,950010.KS,000
266,690.00,690.00,690.00,690.00,2014-10-28,690.00,950010.KS,000
267,690.00,690.00,690.00,690.00,2014-10-27,690.00,950010.KS,000
268,690.00,690.00,690.00,690.00,2014-10-24,690.00,950010.KS,000
269,690.00,690.00,690.00,690.00,2014-10-23,690.00,950010.KS,000
270,690.00,690.00,690.00,690.00,2014-10-22,690.00,950010.KS,000
271,690.00,690.00,690.00,690.00,2014-10-21,690.00,950010.KS,000
272,690.00,690.00,690.00,690.00,2014-10-20,690.00,950010.KS,000
273,690.00,690.00,690.00,690.00,2014-10-17,690.00,950010.KS,000
274,690.00,690.00,690.00,690.00,2014-10-16,690.00,950010.KS,000
275,690.00,690.00,690.00,690.00,2014-10-15,690.00,950010.KS,000
276,690.00,690.00,690.00,690.00,2014-10-14,690.00,950010.KS,000
277,690.00,690.00,690.00,690.00,2014-10-13,690.00,950010.KS,000
278,690.00,690.00,690.00,690.00,2014-10-10,690.00,950010.KS,000
279,690.00,690.00,690.00,690.00,2014-10-09,690.00,950010.KS,000
280,690.00,690.00,690.00,690.00,2014-10-08,690.00,950010.KS,000
281,690.00,690.00,690.00,690.00,2014-10-07,690.00,950010.KS,000
282,690.00,690.00,690.00,690.00,2014-10-06,690.00,950010.KS,000
283,690.00,690.00,690.00,690.00,2014-10-03,690.00,950010.KS,000
284,690.00,690.00,690.00,690.00,2014-10-02,690.00,950010.KS,000
285,690.00,690.00,690.00,690.00,2014-10-01,690.00,950010.KS,000
286,690.00,690.00,690.00,690.00,2014-09-30,690.00,950010.KS,000
287,690.00,690.00,690.00,690.00,2014-09-29,690.00,950010.KS,000
288,690.00,690.00,690.00,690.00,2014-09-26,690.00,950010.KS,000
289,690.00,690.00,690.00,690.00,2014-09-25,690.00,950010.KS,000
290,690.00,690.00,690.00,690.00,2014-09-24,690.00,950010.KS,000
291,690.00,690.00,690.00,690.00,2014-09-23,690.00,950010.KS,000
292,690.00,690.00,690.00,690.00,2014-09-22,690.00,950010.KS,000
293,690.00,690.00,690.00,690.00,2014-09-19,690.00,950010.KS,000
294,690.00,690.00,690.00,690.00,2014-09-18,690.00,950010.KS,000
295,690.00,690.00,690.00,690.00,2014-09-17,690.00,950010.KS,000
296,690.00,690.00,690.00,690.00,2014-09-16,690.00,950010.KS,000
297,690.00,690.00,690.00,690.00,2014-09-15,690.00,950010.KS,000
298,690.00,546.00,530.00,690.00,2014-09-12,690.00,950010.KS,260300
299,600.00,703.00,600.00,600.00,2014-09-11,703.00,950010.KS,535000
300,705.00,705.00,705.00,705.00,2014-09-10,705.00,950010.KS,000
301,705.00,705.00,705.00,705.00,2014-09-09,705.00,950010.KS,000
302,705.00,705.00,705.00,705.00,2014-09-08,705.00,950010.KS,000
303,705.00,728.00,698.00,705.00,2014-09-05,744.00,950010.KS,256900
304,749.00,777.00,732.00,749.00,2014-09-04,850.00,950010.KS,460800
305,783.00,780.00,740.00,783.00,2014-09-03,863.00,950010.KS,448800
306,825.00,940.00,825.00,825.00,2014-09-02,945.00,950010.KS,455900
307,970.00,1135.00,880.00,970.00,2014-09-01,1135.00,950010.KS,635000
308,1035.00,942.00,915.00,1035.00,2014-08-29,1035.00,950010.KS,1010500
309,901.00,901.00,843.00,901.00,2014-08-28,901.00,950010.KS,438600
310,784.00,753.00,753.00,784.00,2014-08-27,787.00,950010.KS,21100
311,777.00,860.00,757.00,777.00,2014-08-26,868.00,950010.KS,50200
312,846.00,744.00,744.00,846.00,2014-08-25,846.00,950010.KS,76100
313,736.00,775.00,734.00,736.00,2014-08-22,820.00,950010.KS,21500
314,772.00,743.00,743.00,772.00,2014-08-21,812.00,950010.KS,7400
315,789.00,859.00,771.00,789.00,2014-08-20,859.00,950010.KS,7700
316,826.00,853.00,783.00,826.00,2014-08-19,853.00,950010.KS,1000
317,854.00,868.00,744.00,854.00,2014-08-18,868.00,950010.KS,9400
318,864.00,864.00,864.00,864.00,2014-08-15,864.00,950010.KS,000
319,864.00,870.00,859.00,864.00,2014-08-14,873.00,950010.KS,2100
320,888.00,890.00,837.00,888.00,2014-08-13,890.00,950010.KS,500
321,890.00,887.00,864.00,890.00,2014-08-12,950.00,950010.KS,3800
322,889.00,894.00,806.00,889.00,2014-08-11,894.00,950010.KS,3800
323,890.00,890.00,831.00,890.00,2014-08-08,890.00,950010.KS,2700
324,884.00,1000.00,858.00,884.00,2014-08-07,1000.00,950010.KS,6900
325,958.00,964.00,810.00,958.00,2014-08-06,964.00,950010.KS,5800
326,854.00,886.00,802.00,854.00,2014-08-05,900.00,950010.KS,10800
327,882.00,850.00,850.00,882.00,2014-08-04,915.00,950010.KS,26100
328,916.00,890.00,834.00,916.00,2014-08-01,995.00,950010.KS,100000
329,886.00,816.00,816.00,886.00,2014-07-31,887.00,950010.KS,58200
330,806.00,773.00,726.00,806.00,2014-07-30,869.00,950010.KS,51300
331,767.00,750.00,749.00,767.00,2014-07-29,768.00,950010.KS,2200
332,742.00,751.00,733.00,742.00,2014-07-28,770.00,950010.KS,3400
333,770.00,742.00,742.00,770.00,2014-07-25,772.00,950010.KS,1900
334,772.00,778.00,738.00,772.00,2014-07-24,778.00,950010.KS,2800
335,773.00,775.00,770.00,773.00,2014-07-23,788.00,950010.KS,1300
336,770.00,770.00,754.00,770.00,2014-07-22,770.00,950010.KS,000
337,770.00,775.00,755.00,770.00,2014-07-21,775.00,950010.KS,1600
338,770.00,756.00,755.00,770.00,2014-07-18,775.00,950010.KS,400
339,776.00,757.00,744.00,776.00,2014-07-17,778.00,950010.KS,40300
340,752.00,743.00,730.00,752.00,2014-07-16,754.00,950010.KS,12900
341,738.00,731.00,722.00,738.00,2014-07-15,739.00,950010.KS,21400
342,741.00,752.00,730.00,741.00,2014-07-14,752.00,950010.KS,1400
343,747.00,744.00,741.00,747.00,2014-07-11,749.00,950010.KS,700
344,744.00,730.00,730.00,744.00,2014-07-10,744.00,950010.KS,000
345,745.00,733.00,728.00,745.00,2014-07-09,750.00,950010.KS,1100
346,745.00,745.00,745.00,745.00,2014-07-08,762.00,950010.KS,4100
347,758.00,759.00,743.00,758.00,2014-07-07,759.00,950010.KS,2400
348,759.00,773.00,701.00,759.00,2014-07-04,773.00,950010.KS,26400
349,753.00,748.00,725.00,753.00,2014-07-03,758.00,950010.KS,19300
350,744.00,725.00,716.00,744.00,2014-07-02,744.00,950010.KS,7000
351,719.00,721.00,712.00,719.00,2014-07-01,725.00,950010.KS,11500
352,721.00,744.00,717.00,721.00,2014-06-30,762.00,950010.KS,24000
353,763.00,763.00,722.00,763.00,2014-06-27,763.00,950010.KS,6400
354,760.00,761.00,751.00,760.00,2014-06-26,850.00,950010.KS,46800
355,756.00,783.00,755.00,756.00,2014-06-25,783.00,950010.KS,12000
356,768.00,713.00,713.00,768.00,2014-06-24,770.00,950010.KS,72900
357,746.00,741.00,732.00,746.00,2014-06-23,749.00,950010.KS,8100
358,747.00,760.00,736.00,747.00,2014-06-20,766.00,950010.KS,15300
359,756.00,746.00,738.00,756.00,2014-06-19,763.00,950010.KS,54700
360,753.00,756.00,745.00,753.00,2014-06-18,761.00,950010.KS,9800
361,752.00,742.00,742.00,752.00,2014-06-17,792.00,950010.KS,29800
362,754.00,788.00,740.00,754.00,2014-06-16,793.00,950010.KS,102800
363,834.00,834.00,834.00,834.00,2014-06-13,834.00,950010.KS,000
364,834.00,838.00,806.00,834.00,2014-06-12,849.00,950010.KS,27900
365,834.00,787.00,787.00,834.00,2014-06-11,862.00,950010.KS,61300
366,790.00,807.00,781.00,790.00,2014-06-10,825.00,950010.KS,36800
367,802.00,808.00,780.00,802.00,2014-06-09,815.00,950010.KS,59500
368,803.00,803.00,803.00,803.00,2014-06-06,803.00,950010.KS,000
369,803.00,802.00,802.00,803.00,2014-06-05,837.00,950010.KS,100700
370,802.00,802.00,802.00,802.00,2014-06-04,802.00,950010.KS,000
371,802.00,785.00,773.00,802.00,2014-06-03,831.00,950010.KS,198400
372,781.00,787.00,778.00,781.00,2014-06-02,798.00,950010.KS,70400
