"Index","Demand","WorkDay","Temperature"
"2014.00359589041",3.97219593,1,17
"2014.00365296804",4.054548548,1,17.4
"2014.00371004566",4.0956495,1,18.8
"2014.00376712329",4.139566926,1,17.4
"2014.00382420091",4.191084388,1,18.2
"2014.00388127854",4.197770222,1,18.8
"2014.00393835616",4.206853808,1,19.4
"2014.00399543379",4.21335675,1,20.1
"2014.00405251142",4.236663142,1,19.6
"2014.00410958904",4.257284366,1,20.2
"2014.00416666667",4.272851426,1,20.4
"2014.00422374429",4.282096582,1,20.8
"2014.00428082192",4.319405718,1,21.3
"2014.00433789954",4.354401658,1,22.6
"2014.00439497717",4.406803064,1,23
"2014.00445205479",4.471103958,1,22.6
"2014.00450913242",4.497733488,1,20.7
"2014.00456621005",4.544263426,1,20.5
"2014.00462328767",4.559249818,1,19.8
"2014.0046803653",4.477682266,1,19.3
"2014.00473744292",4.402120532,1,19.3
"2014.00479452055",4.282057878,1,18.9
"2014.00485159817",4.183285572,1,18.6
"2014.0049086758",4.133969348,1,18.2
"2014.00496575342",4.15684741,1,17.6
"2014.00502283105",4.155534258,1,17.5
"2014.00507990868",4.075751474,1,17.2
"2014.0051369863",3.922941098,1,16.9
"2014.00519406393",3.738313138,1,16.8
"2014.00525114155",3.70304772,1,16.5
"2014.00530821918",3.721634374,1,16.2
"2014.0053652968",4.06877643,1,15.8
"2014.00542237443",4.17288867,1,15.6
"2014.00547945205",3.887370492,1,15.1
"2014.00553652968",3.639630922,1,14.8
"2014.00559360731",3.468724314,1,14.7
"2014.00565068493",3.318632694,1,14.3
"2014.00570776256",3.197791862,1,14.4
"2014.00576484018",3.120792228,1,14.3
"2014.00582191781",3.080870692,1,14.4
"2014.00587899543",3.081647344,1,14.5
"2014.00593607306",3.166536328,1,14.7
"2014.00599315068",3.26460289,1,14.5
"2014.00605022831",3.403592532,1,14.5
"2014.00610730594",3.531857548,1,14.7
"2014.00616438356",3.72991518,1,14.7
"2014.00622146119",3.945293904,1,14.7
"2014.00627853881",3.954572514,1,15.4
"2014.00633561644",4.069515578,1,15.5
"2014.00639269406",4.157680744,1,16.5
"2014.00644977169",4.207351968,1,16.9
"2014.00650684931",4.26296167,1,18.2
"2014.00656392694",4.274787408,1,18.4
"2014.00662100457",4.268653336,1,19.8
"2014.00667808219",4.290388342,1,20.4
"2014.00673515982",4.305064182,1,21.5
"2014.00679223744",4.314167164,1,19.8
"2014.00684931507",4.322194496,1,19.6
"2014.00690639269",4.307992536,1,19.3
"2014.00696347032",4.250729274,1,19.7
"2014.00702054795",4.215692714,1,20.7
"2014.00707762557",4.18453802,1,20.3
"2014.0071347032",4.191488622,1,20.2
"2014.00719178082",4.227080108,1,20.3
"2014.00724885845",4.299348138,1,19.8
"2014.00730593607",4.3537638,1,20.2
"2014.0073630137",4.386601166,1,20.3
"2014.00742009132",4.326492452,1,20.5
"2014.00747716895",4.289684554,1,21.4
"2014.00753424658",4.216624104,1,22.2
"2014.0075913242",4.147053918,1,21.6
"2014.00764840183",4.073200988,1,21.6
"2014.00770547945",4.077256448,1,20.4
"2014.00776255708",4.090937172,1,20
"2014.0078196347",4.02326739,1,19.8
"2014.00787671233",3.86884334,1,19.6
"2014.00793378995",3.7141412,1,18.9
"2014.00799086758",3.667964892,1,17.5
"2014.00804794521",3.666598254,1,17.1
"2014.00810502283",3.987423176,1,16.5
"2014.00816210046",4.085572022,1,16.1
"2014.00821917808",3.774738898,0,15.9
"2014.00827625571",3.498125466,0,15.7
"2014.00833333333",3.342527182,0,15.2
"2014.00839041096",3.222914528,0,14.8
"2014.00844748858",3.111715438,0,14.6
"2014.00850456621",3.03506047,0,14.2
"2014.00856164384",3.008393994,0,14.1
"2014.00861872146",2.996982754,0,14
"2014.00867579909",3.007503156,0,13.7
"2014.00873287671",3.03800873,0,13.6
"2014.00878995434",3.08377408,0,13.5
"2014.00884703196",3.142089788,0,13.5
"2014.00890410959",3.274006876,0,14
"2014.00896118721",3.395256974,0,14.3
"2014.00901826484",3.427237518,0,15.1
"2014.00907534247",3.540030054,0,15.5
"2014.00913242009",3.68340761,0,15.9
"2014.00918949772",3.71151277,0,13.7
"2014.00924657534",3.717246072,0,16.3
"2014.00930365297",3.728827096,0,17.8
"2014.00936073059",3.77242831,0,18.4
"2014.00941780822",3.800522306,0,18.3
"2014.00947488584",3.776413986,0,19.2
"2014.00953196347",3.749193506,0,19.7
"2014.0095890411",3.751112734,0,19.4
"2014.00964611872",3.744484258,0,17.7
"2014.00970319635",3.707246368,0,19.1
"2014.00976027397",3.72162092,0,18.2
"2014.0098173516",3.73925284,0,19.1
"2014.00987442922",3.734496892,0,18.6
"2014.00993150685",3.770482812,0,19.3
"2014.00998858447",3.885234392,0,20.3
"2014.0100456621",3.915133012,0,20
"2014.01010273973",3.95906357,0,19.3
"2014.01015981735",3.934501634,0,18.7
"2014.01021689498",3.922533758,0,19.1
"2014.0102739726",3.898359968,0,19.4
"2014.01033105023",3.85620047,0,19.6
"2014.01038812785",3.806530416,0,18
"2014.01044520548",3.85225942,0,17.4
"2014.01050228311",3.961912628,0,17.6
"2014.01055936073",3.938343116,0,17.1
"2014.01061643836",3.829829584,0,17.1
"2014.01067351598",3.681507118,0,16.8
"2014.01073059361",3.624817632,0,16.6
"2014.01078767123",3.65175037,0,16.2
"2014.01084474886",3.987042536,0,15.9
"2014.01090182648",4.102610204,0,16
"2014.01095890411",3.820482476,0,15.1
"2014.01101598174",3.543886924,0,14.7
"2014.01107305936",3.363890132,0,14.4
"2014.01113013699",3.202838248,0,14.1
"2014.01118721461",3.0788325,0,13.2
"2014.01124429224",2.993596324,0,12.9
"2014.01130136986",2.947511162,0,12.2
"2014.01135844749",2.917880556,0,11.8
"2014.01141552511",2.95240511,0,11.6
"2014.01147260274",2.95963373,0,11.4
"2014.01152968037",2.949767458,0,11
"2014.01158675799",2.968568966,0,10.9
"2014.01164383562",3.099287838,0,11.6
"2014.01170091324",3.21391223,0,13
"2014.01175799087",3.20503515,0,15.8
"2014.01181506849",3.267455682,0,16.4
"2014.01187214612",3.342887522,0,16.9
"2014.01192922374",3.39689408,0,17.3
"2014.01198630137",3.48169289,0,19.1
"2014.012043379",3.504468156,0,20.1
"2014.01210045662",3.510348816,0,20.5
"2014.01215753425",3.521702136,0,21.7
"2014.01221461187",3.545954838,0,22.1
"2014.0122716895",3.564359908,0,23.1
"2014.01232876712",3.56088508,0,23.7
"2014.01238584475",3.579818596,0,25
"2014.01244292237",3.6310942,0,24.9
"2014.0125",3.67993117,0,25.6
"2014.01255707763",3.718098704,0,25.4
"2014.01261415525",3.865038748,0,26.1
"2014.01267123288",3.942630122,0,24.9
"2014.0127283105",3.956604772,0,15.8
"2014.01278538813",3.953425472,0,15.3
"2014.01284246575",3.95249837,0,15.8
"2014.01289954338",3.941403842,0,17.7
"2014.012956621",3.910891606,0,18.9
"2014.01301369863",3.870565038,0,19.4
"2014.01307077626",3.8282565,0,19.4
"2014.01312785388",3.79511124,0,19.4
"2014.01318493151",3.830828576,0,19.1
"2014.01324200913",3.910689658,0,18.7
"2014.01329908676",3.87174529,0,18.4
"2014.01335616438",3.762600692,0,17.8
"2014.01341324201",3.604366808,0,17.6
"2014.01347031963",3.551697046,0,17
"2014.01352739726",3.571720902,0,16.5
"2014.01358447489",3.883774452,0,16
"2014.01364155251",3.988205156,0,15.6
"2014.01369863014",3.71959613,1,15.1
"2014.01375570776",3.485067988,1,14.7
"2014.01381278539",3.338926098,1,14.2
"2014.01386986301",3.202846404,1,13.9
"2014.01392694064",3.112355054,1,14.1
"2014.01398401826",3.058092936,1,14.1
"2014.01404109589",3.039462354,1,13.7
"2014.01409817352",3.043254404,1,13.3
"2014.01415525114",3.128979672,1,13.1
"2014.01421232877",3.273805898,1,12.9
"2014.01426940639",3.462907988,1,13
"2014.01432648402",3.676754478,1,12.9
"2014.01438356164",3.984268732,1,13.2
"2014.01444063927",4.261157694,1,13.4
"2014.01449771689",4.25475206,1,13.6
"2014.01455479452",4.35981022,1,14.2
"2014.01461187215",4.45959318,1,15
"2014.01466894977",4.502685018,1,15.8
"2014.0147260274",4.516317564,1,16.3
"2014.01478310502",4.549417994,1,17.2
"2014.01484018265",4.547234312,1,17.5
"2014.01489726027",4.542152438,1,17.1
"2014.0149543379",4.532854146,1,17.6
"2014.01501141553",4.51569931,1,17.9
"2014.01506849315",4.480782342,1,18.2
"2014.01512557078",4.458821342,1,18.6
"2014.0151826484",4.462757038,1,18.3
"2014.01523972603",4.45104178,1,18.7
"2014.01529680365",4.424849944,1,18.2
"2014.01535388128",4.410456014,1,19.4
"2014.0154109589",4.433307636,1,19.3
"2014.01546803653",4.47363679,1,19.6
"2014.01552511416",4.519049386,1,18.8
"2014.01558219178",4.559664836,1,18.7
"2014.01563926941",4.50269315,1,18.9
"2014.01569634703",4.442570472,1,17.9
"2014.01575342466",4.333977432,1,17.3
"2014.01581050228",4.268983066,1,16.6
"2014.01586757991",4.244719868,1,15.8
"2014.01592465753",4.274594694,1,15.8
"2014.01598173516",4.322921018,1,15.5
"2014.01603881279",4.228647892,1,15.2
"2014.01609589041",4.055832796,1,15.1
"2014.01615296804",3.859925974,1,15.4
"2014.01621004566",3.807952376,1,15.4
"2014.01626712329",3.783924306,1,14.9
"2014.01632420091",4.11927723,1,15
"2014.01638127854",4.24041538,1,14.8
"2014.01643835616",3.96286957,1,14.6
"2014.01649543379",3.722311942,1,14.4
"2014.01655251142",3.534808084,1,14.7
"2014.01660958904",3.394749116,1,14.5
"2014.01666666667",3.28459146,1,14.5
"2014.01672374429",3.208123896,1,14.3
"2014.01678082192",3.19629653,1,14.1
"2014.01683789954",3.209987926,1,14.2
"2014.01689497717",3.285290394,1,14.3
"2014.01695205479",3.43446111,1,14.3
"2014.01700913242",3.695167424,1,14.4
"2014.01706621005",3.919870546,1,14.6
"2014.01712328767",4.204135826,1,14.5
"2014.0171803653",4.450945204,1,15.4
"2014.01723744292",4.46767286,1,15.2
"2014.01729452055",4.551125076,1,15.9
"2014.01735159817",4.600629338,1,15.7
"2014.0174086758",4.595390178,1,15.9
"2014.01746575342",4.567828508,1,15.7
"2014.01752283105",4.555404038,1,15.4
"2014.01757990868",4.573430474,1,16.1
"2014.0176369863",4.557918282,1,16.8
"2014.01769406393",4.544444148,1,17.2
"2014.01775114155",4.51878671,1,17.8
"2014.01780821918",4.494485692,1,17.6
"2014.0178652968",4.45928875,1,17.8
"2014.01792237443",4.44049601,1,18.1
"2014.01797945205",4.442752276,1,19.4
"2014.01803652968",4.423116558,1,19.6
"2014.01809360731",4.425522028,1,19.6
"2014.01815068493",4.450494496,1,19.8
"2014.01820776256",4.520797652,1,20
"2014.01826484018",4.569899516,1,19.3
"2014.01832191781",4.587551608,1,19.4
"2014.01837899543",4.494593026,1,19.6
"2014.01843607306",4.43726234,1,19.5
"2014.01849315068",4.365532744,1,18.7
"2014.01855022831",4.309702482,1,17.1
"2014.01860730594",4.257904652,1,16.7
"2014.01866438356",4.281547212,1,16.1
"2014.01872146119",4.32425664,1,15.7
"2014.01877853881",4.26871692,1,15.4
"2014.01883561644",4.121007508,1,15
"2014.01889269406",3.946553642,1,14.8
"2014.01894977169",3.877289074,1,14.5
"2014.01900684932",3.87575853,1,14.3
"2014.01906392694",4.214003682,1,14.1
"2014.01912100457",4.278116018,1,13.8
"2014.01917808219",3.99675715,1,13.4
"2014.01923515982",3.770036462,1,13.2
"2014.01929223744",3.59581178,1,13
"2014.01934931507",3.444195172,1,12.9
"2014.01940639269",3.341720232,1,12.7
"2014.01946347032",3.27071287,1,12.6
"2014.01952054795",3.244656878,1,12.6
"2014.01957762557",3.259353282,1,12.3
"2014.0196347032",3.327696022,1,12.4
"2014.01969178082",3.445874032,1,12.3
"2014.01974885845",3.67655763,1,12.3
"2014.01980593607",3.891809998,1,12
"2014.0198630137",4.207981824,1,11.9
"2014.01992009132",4.461025276,1,12
"2014.01997716895",4.424698846,1,13.7
"2014.02003424658",4.505592792,1,14.6
"2014.0200913242",4.538734454,1,15.3
"2014.02014840183",4.519545234,1,16.4
"2014.02020547945",4.52508995,1,17.3
"2014.02026255708",4.546690278,1,18.2
"2014.0203196347",4.562070052,1,18.8
"2014.02037671233",4.616375476,1,20.1
"2014.02043378995",4.654653738,1,21.5
"2014.02049086758",4.664605538,1,22.8
"2014.02054794521",4.68288284,1,23.3
"2014.02060502283",4.699736102,1,24.4
"2014.02066210046",4.729884604,1,23.5
"2014.02071917808",4.76500146,1,23.4
"2014.02077625571",4.798142122,1,24.4
"2014.02083333333",4.839597694,1,25.5
"2014.02089041096",4.913926398,1,27.4
"2014.02094748858",4.98539048,1,26.3
"2014.02100456621",5.002609398,1,26.1
"2014.02106164384",4.985620712,1,26.1
"2014.02111872146",4.850582828,1,25.5
"2014.02117579909",4.744616946,1,24.8
"2014.02123287671",4.595458876,1,23.8
"2014.02128995434",4.484717276,1,22.7
"2014.02134703196",4.367721222,1,21.8
"2014.02140410959",4.336002376,1,20.8
"2014.02146118721",4.402506314,1,20.2
"2014.02151826484",4.337673298,1,19.5
"2014.02157534247",4.147888722,1,19.1
"2014.02163242009",3.945394506,1,18.7
"2014.02168949772",3.868934226,1,18.4
"2014.02174657534",3.870213776,1,18.1
"2014.02180365297",4.205585382,1,17.8
"2014.02186073059",4.285196792,1,17.1
"2014.02191780822",3.973774928,1,17.3
"2014.02197488584",3.721904564,1,16.9
"2014.02203196347",3.575277122,1,16.5
"2014.0220890411",3.44218984,1,16.3
"2014.02214611872",3.34121706,1,15.7
"2014.02220319635",3.262791734,1,15.4
"2014.02226027397",3.248068566,1,15.1
"2014.0223173516",3.267035096,1,15
"2014.02237442922",3.353540822,1,14.4
"2014.02243150685",3.484024886,1,14.4
"2014.02248858447",3.699498644,1,14.4
"2014.0225456621",3.918051084,1,14.7
"2014.02260273973",4.223170052,1,15
"2014.02265981735",4.503683824,1,15.3
"2014.02271689498",4.538660268,1,16.3
"2014.0227739726",4.67197676,1,17.8
"2014.02283105023",4.768833282,1,18.3
"2014.02288812785",4.818014722,1,19.4
"2014.02294520548",4.87736794,1,20.2
"2014.0230022831",4.938950334,1,21.5
"2014.02305936073",5.00733693,1,23.5
"2014.02311643836",5.07337337,1,25
"2014.02317351598",5.162103334,1,27.1
"2014.02323059361",5.246633834,1,28.3
"2014.02328767123",5.318813716,1,27.9
"2014.02334474886",5.397448126,1,28.9
"2014.02340182648",5.500591726,1,29.8
"2014.02345890411",5.57539676,1,31.7
"2014.02351598174",5.661471578,1,30.8
"2014.02357305936",5.75491,1,30.6
"2014.02363013699",5.84943657,1,32
"2014.02368721461",5.92733732,1,32.4
"2014.02374429224",5.963749442,1,31.9
"2014.02380136986",5.969137482,1,31.6
"2014.02385844749",5.857575968,1,31.1
"2014.02391552511",5.776994666,1,30.2
"2014.02397260274",5.628821762,1,30.1
"2014.02402968037",5.513809324,1,29.4
"2014.02408675799",5.370216308,1,29
"2014.02414383562",5.271710192,1,28.7
"2014.02420091324",5.219583202,1,28.1
"2014.02425799087",5.062725122,1,27.6
"2014.02431506849",4.824738738,1,26.1
"2014.02437214612",4.546728926,1,25.8
"2014.02442922374",4.398900452,1,24.8
"2014.02448630137",4.335299712,1,24.6
"2014.024543379",4.60738826,1,25
"2014.02460045662",4.627939872,1,24.7
"2014.02465753425",4.284699262,1,24.1
"2014.02471461187",4.032197088,1,24
"2014.0247716895",3.846606852,1,23.9
"2014.02482876712",3.69561914,1,23.8
"2014.02488584475",3.590796732,1,23.6
"2014.02494292237",3.519998438,1,23.4
"2014.025",3.491261962,1,23.2
"2014.02505707763",3.502045154,1,22.7
"2014.02511415525",3.57556968,1,22.3
"2014.02517123288",3.716905066,1,22.1
"2014.0252283105",3.933689832,1,21.8
"2014.02528538813",4.173211714,1,21.7
"2014.02534246575",4.525142142,1,22.1
"2014.02539954338",4.849164178,1,22.6
"2014.025456621",4.958596898,1,23.9
"2014.02551369863",5.145765748,1,24.2
"2014.02557077626",5.289341778,1,24.8
"2014.02562785388",5.394818584,1,25.5
"2014.02568493151",5.525025436,1,27
"2014.02574200913",5.646458126,1,27.2
"2014.02579908676",5.75606863,1,27.7
"2014.02585616438",5.859969376,1,28.4
"2014.02591324201",5.972207604,1,29.1
"2014.02597031963",6.104625858,1,30.4
"2014.02602739726",6.228931868,1,30.8
"2014.02608447489",6.362414414,1,31.7
"2014.02614155251",6.47176084,1,31.3
"2014.02619863014",6.625164924,1,32.5
"2014.02625570776",6.736274046,1,33.2
"2014.02631278539",6.837513708,1,32.7
"2014.02636986301",6.943774802,1,32.9
"2014.02642694064",7.019610498,1,33.4
"2014.02648401826",7.037339106,1,33.9
"2014.02654109589",7.031995738,1,34
"2014.02659817352",6.901768624,1,33.9
"2014.02665525114",6.80880808,1,33.8
"2014.02671232877",6.65471591,1,33.5
"2014.02676940639",6.467185502,1,33
"2014.02682648402",6.259357228,1,32.7
"2014.02688356164",6.10352907,1,32.3
"2014.02694063927",6.001258294,1,31.7
"2014.0269977169",5.79617259,1,31.3
"2014.02705479452",5.469918952,1,30.9
"2014.02711187215",5.138630498,1,25.7
"2014.02716894977",4.872204062,1,24.2
"2014.0272260274",4.717181052,1,23.6
"2014.02728310502",4.903454734,1,23.3
"2014.02734018265",4.819637018,1,22.5
"2014.02739726027",4.41406842,0,22.4
"2014.0274543379",4.114232072,0,22.2
"2014.02751141553",3.897225486,0,21.4
"2014.02756849315",3.742516822,0,21.1
"2014.02762557078",3.63662612,0,20.6
"2014.0276826484",3.538485914,0,20.4
"2014.02773972603",3.491921756,0,20.1
"2014.02779680365",3.470815618,0,19.6
"2014.02785388128",3.490971626,0,19
"2014.0279109589",3.536039768,0,18.7
"2014.02796803653",3.613915282,0,18.4
"2014.02802511416",3.650390516,0,18.2
"2014.02808219178",3.768528998,0,18.2
"2014.02813926941",3.945972682,0,18
"2014.02819634703",4.045497534,0,18.2
"2014.02825342466",4.1857708,0,18.2
"2014.02831050228",4.339755166,0,18.2
"2014.02836757991",4.410654996,0,18.1
"2014.02842465753",4.461122906,0,18.1
"2014.02848173516",4.463350828,0,17.9
"2014.02853881279",4.460591624,0,17.7
"2014.02859589041",4.459101102,0,17.7
"2014.02865296804",4.433899532,0,18.3
"2014.02871004566",4.410503308,0,18.2
"2014.02876712329",4.401375056,0,19.4
"2014.02882420091",4.395034088,0,20
"2014.02888127854",4.397636714,0,20
"2014.02893835616",4.416346532,0,21.5
"2014.02899543379",4.455399564,0,21.7
"2014.02905251142",4.505141714,0,21.9
"2014.02910958904",4.568526494,0,21
"2014.02916666667",4.672497854,0,22
"2014.02922374429",4.70725655,0,21.3
"2014.02928082192",4.756069496,0,21.9
"2014.02933789954",4.752018162,0,21.1
"2014.02939497717",4.717903258,0,20.5
"2014.02945205479",4.631701446,0,19.5
"2014.02950913242",4.511321396,0,19.3
"2014.02956621005",4.407144386,0,18.8
"2014.02962328767",4.362319272,0,18
"2014.0296803653",4.371902282,0,17.9
"2014.02973744292",4.273930464,0,17.9
"2014.02979452055",4.147613724,0,17.9
"2014.02985159817",3.990892786,0,17.3
"2014.0299086758",3.931817914,0,17.5
"2014.02996575342",3.947739646,0,17.6
"2014.03002283105",4.232236816,0,17.5
"2014.03007990868",4.261224418,0,17.6
"2014.0301369863",3.959142034,0,17.6
"2014.03019406393",3.683537886,0,17.7
"2014.03025114155",3.487044176,0,17.4
"2014.03030821918",3.3458326,0,17.4
"2014.0303652968",3.260516062,0,17.2
"2014.03042237443",3.180475096,0,17.1
"2014.03047945205",3.134579888,0,16.7
"2014.03053652968",3.112445376,0,16.9
"2014.03059360731",3.12250293,0,17
"2014.03065068493",3.141865962,0,17
"2014.03070776256",3.170661404,0,16.9
"2014.03076484018",3.191867626,0,16.9
"2014.03082191781",3.27681794,0,17.1
"2014.03087899543",3.397866364,0,17.3
"2014.03093607306",3.414380098,0,17.4
"2014.03099315068",3.523971406,0,17.3
"2014.03105022831",3.634151314,0,17.8
"2014.03110730594",3.702250286,0,17.5
"2014.03116438356",3.774305562,0,17.8
"2014.03122146119",3.801123804,0,17.8
"2014.03127853881",3.828092832,0,18.3
"2014.03133561644",3.839594686,0,18.5
"2014.03139269406",3.869644538,0,19.4
"2014.03144977169",3.918263716,0,19.2
"2014.03150684932",3.946460492,0,20.1
"2014.03156392694",3.982324776,0,20.3
"2014.03162100457",4.06292968,0,20.7
"2014.03167808219",4.155750468,0,21.4
"2014.03173515982",4.227675584,0,22.5
"2014.03179223744",4.322474314,0,20.9
"2014.03184931507",4.421392068,0,21.4
"2014.03190639269",4.523103186,0,22.2
"2014.03196347032",4.602376334,0,22.2
"2014.03202054795",4.644014744,0,21.4
"2014.03207762557",4.704114562,0,21.4
"2014.0321347032",4.702087844,0,21.6
"2014.03219178082",4.63580839,0,20.3
"2014.03224885845",4.551493328,0,19.7
"2014.03230593607",4.465171776,0,19.6
"2014.0323630137",4.429082612,0,19
"2014.03242009132",4.493246624,0,18.3
"2014.03247716895",4.425420856,0,18.1
"2014.03253424658",4.24128258,0,18
"2014.0325913242",4.033633882,0,18.2
"2014.03264840183",3.923325806,0,17.9
"2014.03270547945",3.90362033,0,17.5
"2014.03276255708",4.19063858,0,16.9
"2014.0328196347",4.271423192,0,17
"2014.03287671233",3.96791124,1,16.3
"2014.03293378995",3.697824658,1,16.2
"2014.03299086758",3.531852514,1,15.8
"2014.03304794521",3.418757892,1,15.4
"2014.03310502283",3.336414284,1,15.8
"2014.03316210046",3.26727851,1,15.2
"2014.03321917808",3.25645699,1,15.2
"2014.03327625571",3.300666436,1,15.4
"2014.03333333333",3.422993432,1,15.4
"2014.03339041096",3.615773862,1,15.5
"2014.03344748858",3.86019222,1,15.5
"2014.03350456621",4.08904833,1,15.5
"2014.03356164384",4.439467828,1,15.7
"2014.03361872146",4.761322076,1,15.8
"2014.03367579909",4.80257317,1,17
"2014.03373287671",4.924923782,1,17.7
"2014.03378995434",5.058962926,1,18.4
"2014.03384703196",5.148564728,1,19.9
"2014.03390410959",5.258607488,1,21
"2014.03396118721",5.356931676,1,22.3
"2014.03401826484",5.472695926,1,24.4
"2014.03407534247",5.61215664,1,25
"2014.03413242009",5.702437758,1,25
"2014.03418949772",5.815318388,1,25.4
"2014.03424657534",5.93827905,1,24.5
"2014.03430365297",6.071871266,1,24.1
"2014.03436073059",6.203873136,1,26.1
"2014.03441780822",6.36620473,1,27.7
"2014.03447488584",6.531510696,1,27.5
"2014.03453196347",6.702724274,1,28.7
"2014.0345890411",6.884703064,1,29
"2014.03464611872",7.101948996,1,29.9
"2014.03470319635",7.193651984,1,30
"2014.03476027397",7.219620338,1,29.7
"2014.0348173516",7.117700828,1,30
"2014.03487442922",7.072260744,1,28.9
"2014.03493150685",6.927820256,1,26.6
"2014.03498858447",6.751084224,1,26.1
"2014.0350456621",6.493955154,1,27.4
"2014.03510273973",6.280161498,1,26.7
"2014.03515981735",6.157748264,1,25.7
"2014.03521689498",5.937616712,1,25.7
"2014.0352739726",5.621043788,1,25.3
"2014.03533105023",5.24487777,1,25
"2014.03538812785",4.989158762,1,24.4
"2014.03544520548",4.818802872,1,23.3
"2014.0355022831",4.986568112,1,22.6
"2014.03555936073",4.93128757,1,22.3
"2014.03561643836",4.55148161,1,21.7
"2014.03567351598",4.298493952,1,21.2
"2014.03573059361",4.12676644,1,20.9
"2014.03578767123",3.978285124,1,20.8
"2014.03584474886",3.873625052,1,20.7
"2014.03590182648",3.812301236,1,20.7
"2014.03595890411",3.806971646,1,21.2
"2014.03601598174",3.839546944,1,21.4
"2014.03607305936",3.942473934,1,21.6
"2014.03613013699",4.090881118,1,21.5
"2014.03618721461",4.387613994,1,21
"2014.03624429224",4.654636914,1,20.6
"2014.03630136986",5.032236168,1,21.9
"2014.03635844749",5.426059858,1,22.7
"2014.03641552511",5.629102692,1,25.6
"2014.03647260274",5.974719368,1,27
"2014.03652968037",6.316079374,1,31.1
"2014.03658675799",6.582889656,1,34.1
"2014.03664383562",6.841862226,1,34.8
"2014.03670091324",7.108011652,1,35.5
"2014.03675799087",7.365814368,1,36.3
"2014.03681506849",7.646293276,1,37.3
"2014.03687214612",7.865123048,1,37.7
"2014.03692922374",8.081805538,1,38.6
"2014.03698630137",8.281299776,1,39.6
"2014.037043379",8.43611171,1,40.3
"2014.03710045662",8.555179324,1,40.9
"2014.03715753425",8.637256826,1,40.8
"2014.03721461187",8.72728768,1,41.1
"2014.0372716895",8.86115585,1,41.4
"2014.03732876712",8.970305342,1,42.4
"2014.03738584475",9.090553034,1,42.2
"2014.03744292237",9.107072566,1,42
"2014.0375",9.073337732,1,41.9
"2014.03755707763",8.915367272,1,41.6
"2014.03761415525",8.853661228,1,41.1
"2014.03767123288",8.617664138,1,40.7
"2014.0377283105",8.431504682,1,40.5
"2014.03778538813",8.207660618,1,36.8
"2014.03784246575",8.086467752,1,35.9
"2014.03789954338",7.95797525,1,35.9
"2014.037956621",7.636912388,1,36.4
"2014.03801369863",7.17614631,1,35.5
"2014.03807077626",6.699891372,1,33.7
"2014.03812785388",6.332733362,1,34.5
"2014.03818493151",6.098231644,1,33.6
"2014.03824200913",6.19604102,1,35.4
